Date,RoomID,Beacon/0/UUID,Beacon/0/major,Beacon/0/minor,Beacon/0/RSSI,Beacon/1/UUID,Beacon/1/major,Beacon/1/minor,Beacon/1/RSSI,Beacon/2/UUID,Beacon/2/major,Beacon/2/minor,Beacon/2/RSSI,Wifi/0/SSID,Wifi/0/BSSID,Wifi/0/RSSI,Wifi/1/SSID,Wifi/1/BSSID,Wifi/1/RSSI,Wifi/2/SSID,Wifi/2/BSSID,Wifi/2/RSSI,Wifi/3/SSID,Wifi/3/BSSID,Wifi/3/RSSI,Wifi/4/SSID,Wifi/4/BSSID,Wifi/4/RSSI,Wifi/5/SSID,Wifi/5/BSSID,Wifi/5/RSSI,Wifi/6/SSID,Wifi/6/BSSID,Wifi/6/RSSI,Wifi/7/SSID,Wifi/7/BSSID,Wifi/7/RSSI,Wifi/8/SSID,Wifi/8/BSSID,Wifi/8/RSSI,Wifi/9/SSID,Wifi/9/BSSID,Wifi/9/RSSI,Wifi/10/SSID,Wifi/10/BSSID,Wifi/10/RSSI,Wifi/11/SSID,Wifi/11/BSSID,Wifi/11/RSSI,Wifi/12/SSID,Wifi/12/BSSID,Wifi/12/RSSI,Wifi/13/SSID,Wifi/13/BSSID,Wifi/13/RSSI,Wifi/14/SSID,Wifi/14/BSSID,Wifi/14/RSSI,Wifi/15/SSID,Wifi/15/BSSID,Wifi/15/RSSI,Wifi/16/SSID,Wifi/16/BSSID,Wifi/16/RSSI,Wifi/17/SSID,Wifi/17/BSSID,Wifi/17/RSSI,Wifi/18/SSID,Wifi/18/BSSID,Wifi/18/RSSI,Wifi/19/SSID,Wifi/19/BSSID,Wifi/19/RSSI,Wifi/20/SSID,Wifi/20/BSSID,Wifi/20/RSSI,Wifi/21/SSID,Wifi/21/BSSID,Wifi/21/RSSI,Wifi/22/SSID,Wifi/22/BSSID,Wifi/22/RSSI,Wifi/23/SSID,Wifi/23/BSSID,Wifi/23/RSSI,Wifi/24/SSID,Wifi/24/BSSID,Wifi/24/RSSI,Wifi/25/SSID,Wifi/25/BSSID,Wifi/25/RSSI,Wifi/26/SSID,Wifi/26/BSSID,Wifi/26/RSSI,Wifi/27/SSID,Wifi/27/BSSID,Wifi/27/RSSI,Wifi/28/SSID,Wifi/28/BSSID,Wifi/28/RSSI,Wifi/29/SSID,Wifi/29/BSSID,Wifi/29/RSSI,Wifi/30/SSID,Wifi/30/BSSID,Wifi/30/RSSI,Wifi/31/SSID,Wifi/31/BSSID,Wifi/31/RSSI,Wifi/32/SSID,Wifi/32/BSSID,Wifi/32/RSSI,Wifi/33/SSID,Wifi/33/BSSID,Wifi/33/RSSI,Wifi/34/SSID,Wifi/34/BSSID,Wifi/34/RSSI,Wifi/35/SSID,Wifi/35/BSSID,Wifi/35/RSSI,Wifi/36/SSID,Wifi/36/BSSID,Wifi/36/RSSI
2017/5/1 11:08,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-73,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-68,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-60,ait-wnet_A,00:24:a5:7b:aa:30,-80,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-45,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-52,ait-wnet,00:24:a5:7b:b2:80,-64,kajilab-a,00:3a:9d:f4:94:ab,-27,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-76,okamoto room2,74:03:bd:8a:91:e0,-48,4b-302,cc:e1:d5:ea:5f:b8,-56,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-61,kajilab-g,00:3a:9d:f4:94:aa,-36,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-27,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-33,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-79,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-53,setcamera,b8:27:eb:a2:c8:8d,-59,5GHz-anac-clab,74:03:bd:2e:cc:33,-84,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-59,SET-Wireless-AP,c0:25:a2:c9:57:2a,-70,Buffalo-A-91EE,74:03:bd:8a:91:e7,-61,AM-MIZUNO,90:84:0d:d5:9a:03,-80,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-55,2450-A,74:03:bd:cb:0b:1c,-82,NULL,d2:25:a2:c9:57:2a,-64,onogi-lab_g,74:03:bd:de:c0:57,-84,2450,74:03:bd:cb:0b:18,-58,n-itolab-ac,80:ea:96:f2:cc:76,-77,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-68,DIRECT-8C78A161,66:eb:8c:78:21:61,-68,onogi-lab_a,74:03:bd:de:c0:50,-80,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-85,4-kawabe-office-G,74:03:bd:1a:2c:e0,-79,ait-wnet,4c:e6:76:82:40:b0,-86,,,,,,,,,,,,,,,
2017/5/1 11:08,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-77,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-49,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-63,ait-wnet_A,00:24:a5:7b:aa:30,-73,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-48,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-51,ait-wnet,00:24:a5:7b:b2:80,-65,kajilab-a,00:3a:9d:f4:94:ab,-43,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-69,okamoto room2,74:03:bd:8a:91:e0,-48,4b-302,cc:e1:d5:ea:5f:b8,-71,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-62,kajilab-g,00:3a:9d:f4:94:aa,-46,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-44,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-33,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-74,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-53,setcamera,b8:27:eb:a2:c8:8d,-62,5GHz-anac-clab,74:03:bd:2e:cc:33,-79,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-55,SET-Wireless-AP,c0:25:a2:c9:57:2a,-66,Buffalo-A-91EE,74:03:bd:8a:91:e7,-62,AM-MIZUNO,90:84:0d:d5:9a:03,-80,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-56,2450-A,74:03:bd:cb:0b:1c,-84,NULL,d2:25:a2:c9:57:2a,-60,2450,74:03:bd:cb:0b:18,-62,n-itolab-ac,80:ea:96:f2:cc:76,-77,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-69,DIRECT-8C78A161,66:eb:8c:78:21:61,-62,onogi-lab_a,74:03:bd:de:c0:50,-80,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-86,4-kawabe-office-G,74:03:bd:1a:2c:e0,-75,ait-wnet,4c:e6:76:82:40:b0,-86,4-kawabe-office-A,74:03:bd:1a:2c:e5,-87,,,,,,,,,,,,,,,
2017/5/1 11:09,RoomC,,,,,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-48,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-70,ait-wnet_A,00:24:a5:7b:aa:30,-76,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-47,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-50,ait-wnet,00:24:a5:7b:b2:80,-57,kajilab-a,00:3a:9d:f4:94:ab,-43,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-69,okamoto room2,74:03:bd:8a:91:e0,-45,4b-302,cc:e1:d5:ea:5f:b8,-58,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-59,kajilab-g,00:3a:9d:f4:94:aa,-48,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-43,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-50,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-66,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-53,setcamera,b8:27:eb:a2:c8:8d,-63,5GHz-anac-clab,74:03:bd:2e:cc:33,-82,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-60,SET-Wireless-AP,c0:25:a2:c9:57:2a,-63,Buffalo-A-91EE,74:03:bd:8a:91:e7,-59,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-53,2450-A,74:03:bd:cb:0b:1c,-83,NULL,d2:25:a2:c9:57:2a,-55,2450,74:03:bd:cb:0b:18,-59,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-65,DIRECT-8C78A161,66:eb:8c:78:21:61,-61,onogi-lab_a,74:03:bd:de:c0:50,-81,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-85,4-kawabe-office-A,74:03:bd:1a:2c:e5,-87,4-kawabe-lab-205,00:16:01:83:34:49,-80,onogi-lab_g,74:03:bd:de:c0:57,-87,ait-wnet,4c:e6:76:82:40:b0,-83,4-kawabe-office-G,74:03:bd:1a:2c:e0,-77,4-kawabe-lab-204,00:16:01:57:b7:11,-80,AM-MIZUNO,90:84:0d:d5:9a:03,-82,4b-matslabo-1,02:1d:73:b4:b1:cf,-87,n-itolab-ac,80:ea:96:f2:cc:76,-75,everystamp755,ac:3f:a4:65:73:4f,-86
2017/5/1 11:09,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-64,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-58,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-68,ait-wnet_A,00:24:a5:7b:aa:30,-71,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-49,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-50,ait-wnet,00:24:a5:7b:b2:80,-61,kajilab-a,00:3a:9d:f4:94:ab,-45,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-68,okamoto room2,74:03:bd:8a:91:e0,-51,4b-302,cc:e1:d5:ea:5f:b8,-55,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-60,kajilab-g,00:3a:9d:f4:94:aa,-57,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-45,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-54,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-66,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-56,setcamera,b8:27:eb:a2:c8:8d,-62,5GHz-anac-clab,74:03:bd:2e:cc:33,-82,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-54,SET-Wireless-AP,c0:25:a2:c9:57:2a,-68,Buffalo-A-91EE,74:03:bd:8a:91:e7,-57,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-57,2450-A,74:03:bd:cb:0b:1c,-74,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-63,DIRECT-8C78A161,66:eb:8c:78:21:61,-69,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-86,onogi-lab_g,74:03:bd:de:c0:57,-85,4-kawabe-office-G,74:03:bd:1a:2c:e0,-75,AM-MIZUNO,90:84:0d:d5:9a:03,-80,everystamp755,ac:3f:a4:65:73:4f,-84,ait-wnet_A,4c:e6:76:82:85:90,-87,4-kawabe-office-A,74:03:bd:1a:2c:e5,-89,4b-matslabo-1,02:1d:73:b4:b1:cf,-87,,,,,,,,,,,,,,,,,,
2017/5/1 11:09,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-83,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-56,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-54,ait-wnet_A,00:24:a5:7b:aa:30,-67,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-50,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-51,ait-wnet,00:24:a5:7b:b2:80,-60,kajilab-a,00:3a:9d:f4:94:ab,-49,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-69,okamoto room2,74:03:bd:8a:91:e0,-47,4b-302,cc:e1:d5:ea:5f:b8,-59,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-60,kajilab-g,00:3a:9d:f4:94:aa,-43,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-49,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-45,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-70,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-49,setcamera,b8:27:eb:a2:c8:8d,-66,5GHz-anac-clab,74:03:bd:2e:cc:33,-80,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-58,SET-Wireless-AP,c0:25:a2:c9:57:2a,-56,Buffalo-A-91EE,74:03:bd:8a:91:e7,-56,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-49,2450-A,74:03:bd:cb:0b:1c,-76,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-63,DIRECT-8C78A161,66:eb:8c:78:21:61,-57,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-85,4-kawabe-office-G,74:03:bd:1a:2c:e0,-85,everystamp755,ac:3f:a4:65:73:4f,-84,4-kawabe-office-A,74:03:bd:1a:2c:e5,-89,onogi-lab_a,74:03:bd:de:c0:50,-80,4b-matslabo,00:1d:73:b4:b1:cf,-88,NULL,d2:25:a2:c9:57:2a,-59,,,,,,,,,,,,,,,,,,,,,
2017/5/1 11:10,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-85,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-55,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-64,ait-wnet_A,00:24:a5:7b:aa:30,-71,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-54,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-51,ait-wnet,00:24:a5:7b:b2:80,-59,kajilab-a,00:3a:9d:f4:94:ab,-43,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-72,okamoto room2,74:03:bd:8a:91:e0,-58,4b-302,cc:e1:d5:ea:5f:b8,-63,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-63,kajilab-g,00:3a:9d:f4:94:aa,-37,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-44,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-38,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-70,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-56,setcamera,b8:27:eb:a2:c8:8d,-72,5GHz-anac-clab,74:03:bd:2e:cc:33,-80,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-62,SET-Wireless-AP,c0:25:a2:c9:57:2a,-66,Buffalo-A-91EE,74:03:bd:8a:91:e7,-56,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-55,2450-A,74:03:bd:cb:0b:1c,-78,DIRECT-8C78A161,66:eb:8c:78:21:61,-57,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-86,4-kawabe-office-G,74:03:bd:1a:2c:e0,-82,everystamp755,ac:3f:a4:65:73:4f,-84,4-kawabe-office-A,74:03:bd:1a:2c:e5,-84,onogi-lab_a,74:03:bd:de:c0:50,-77,4b-matslabo,00:1d:73:b4:b1:cf,-88,NULL,d2:25:a2:c9:57:2a,-59,onogi-lab_g,74:03:bd:de:c0:57,-87,2450,74:03:bd:cb:0b:18,-64,AM-MIZUNO,90:84:0d:d5:9a:03,-80,ait-wnet_A,4c:e6:76:82:85:90,-87,,,,,,,,,,,,
2017/5/1 11:13,RoomD,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-57,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-85,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-72,n-itolab-ac,80:ea:96:f2:cc:77,-89,n-itolab-ac,80:ea:96:f2:cc:76,-78,ait-wnet_A,00:24:a5:7b:aa:30,-81,ait-wnet,00:24:a5:7b:b2:80,-50,2450-A,74:03:bd:cb:0b:1c,-87,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-67,4-kawabe-lab-204,00:16:01:57:b7:11,-78,2450,74:03:bd:cb:0b:18,-67,4-kawabe-office-G,74:03:bd:1a:2c:e0,-61,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-63,4b-302,cc:e1:d5:ea:5f:b8,-42,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-21,Buffalo-A-91EE,74:03:bd:8a:91:e7,-67,ait-wnet,4c:e6:76:82:40:b0,-80,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-22,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-55,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-67,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-81,4-kawabe-office-A,74:03:bd:1a:2c:e5,-72,kajilab-a,00:3a:9d:f4:94:ab,-63,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-68,3F-Naito-Lab,74:03:bd:7c:01:a0,-64,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-77,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-83,kajilab-g,00:3a:9d:f4:94:aa,-50,okamoto room2,74:03:bd:8a:91:e0,-49,setcamera,b8:27:eb:a2:c8:8d,-71,SET-Wireless-AP,c0:25:a2:c9:57:2a,-72,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-67,DIRECT-8C78A161,66:eb:8c:78:21:61,-82,NULL,d2:25:a2:c9:57:2a,-67,5GHz-anac-clab,74:03:bd:2e:cc:33,-85,everystamp755,ac:3f:a4:65:73:4f,-83,4b-matslabo-1,02:1d:73:b4:b1:cf,-85,4b-matslabo,00:1d:73:b4:b1:cf,-85,,,,,,
2017/5/1 11:13,RoomD,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-57,,,,,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-80,ait-wnet_A,00:24:a5:7b:aa:30,-82,ait-wnet,00:24:a5:7b:b2:80,-59,2450-A,74:03:bd:cb:0b:1c,-86,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-68,4-kawabe-lab-204,00:16:01:57:b7:11,-77,2450,74:03:bd:cb:0b:18,-71,4-kawabe-office-G,74:03:bd:1a:2c:e0,-65,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-65,4b-302,cc:e1:d5:ea:5f:b8,-51,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-42,Buffalo-A-91EE,74:03:bd:8a:91:e7,-63,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-44,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-51,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-61,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-79,4-kawabe-office-A,74:03:bd:1a:2c:e5,-82,kajilab-a,00:3a:9d:f4:94:ab,-60,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-60,3F-Naito-Lab,74:03:bd:7c:01:a0,-62,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-81,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-78,kajilab-g,00:3a:9d:f4:94:aa,-52,okamoto room2,74:03:bd:8a:91:e0,-57,setcamera,b8:27:eb:a2:c8:8d,-73,SET-Wireless-AP,c0:25:a2:c9:57:2a,-78,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-68,NULL,d2:25:a2:c9:57:2a,-73,4b-matslabo-1,02:1d:73:b4:b1:cf,-88,4b-matslabo,00:1d:73:b4:b1:cf,-86,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-74,n-itolab,00:a0:de:e2:6b:70,-90,onogi-lab_a,74:03:bd:de:c0:50,-84,ait-wnet_A,4c:e6:76:82:85:90,-89,4-kawabe-lab-204,5a:55:e2:bd:9b:f5,-88,,,,,,,,,
2017/5/1 11:13,RoomD,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-60,,,,,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-71,ait-wnet_A,00:24:a5:7b:aa:30,-85,ait-wnet,00:24:a5:7b:b2:80,-67,2450-A,74:03:bd:cb:0b:1c,-86,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-69,4-kawabe-lab-204,00:16:01:57:b7:11,-77,2450,74:03:bd:cb:0b:18,-71,4-kawabe-office-G,74:03:bd:1a:2c:e0,-69,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-62,4b-302,cc:e1:d5:ea:5f:b8,-53,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-45,Buffalo-A-91EE,74:03:bd:8a:91:e7,-66,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-38,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-60,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-62,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-81,4-kawabe-office-A,74:03:bd:1a:2c:e5,-81,kajilab-a,00:3a:9d:f4:94:ab,-61,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-60,3F-Naito-Lab,74:03:bd:7c:01:a0,-67,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-79,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-77,kajilab-g,00:3a:9d:f4:94:aa,-60,okamoto room2,74:03:bd:8a:91:e0,-64,setcamera,b8:27:eb:a2:c8:8d,-73,SET-Wireless-AP,c0:25:a2:c9:57:2a,-76,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-69,NULL,d2:25:a2:c9:57:2a,-70,4-kawabe-lab-204,5a:55:e2:bd:9b:f5,-88,sawano-lab,4c:32:75:c6:2b:02,-81,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 11:13,RoomD,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-46,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-67,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-77,ait-wnet_A,00:24:a5:7b:aa:30,-77,ait-wnet,00:24:a5:7b:b2:80,-61,2450-A,74:03:bd:cb:0b:1c,-83,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-52,2450,74:03:bd:cb:0b:18,-59,4-kawabe-office-G,74:03:bd:1a:2c:e0,-73,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-60,4b-302,cc:e1:d5:ea:5f:b8,-52,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-40,Buffalo-A-91EE,74:03:bd:8a:91:e7,-64,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-43,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-50,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-59,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-78,4-kawabe-office-A,74:03:bd:1a:2c:e5,-78,kajilab-a,00:3a:9d:f4:94:ab,-59,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-59,3F-Naito-Lab,74:03:bd:7c:01:a0,-67,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-75,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-80,kajilab-g,00:3a:9d:f4:94:aa,-50,okamoto room2,74:03:bd:8a:91:e0,-51,setcamera,b8:27:eb:a2:c8:8d,-60,SET-Wireless-AP,c0:25:a2:c9:57:2a,-68,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-51,NULL,d2:25:a2:c9:57:2a,-62,sawano-lab,4c:32:75:c6:2b:02,-81,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-58,5GHz-anac-clab,74:03:bd:2e:cc:33,-87,DIRECT-8C78A161,66:eb:8c:78:21:61,-71,n-itolab-ac,80:ea:96:f2:cc:76,-72,4-kawabe-lab-205,00:16:01:83:34:49,-81,onogi-lab_a,74:03:bd:de:c0:50,-81,everystamp755,ac:3f:a4:65:73:4f,-81,4b-matslabo-1,02:1d:73:b4:b1:cf,-85,,,,,,
2017/5/1 11:14,RoomD,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-49,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-70,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-85,ait-wnet_A,00:24:a5:7b:aa:30,-80,ait-wnet,00:24:a5:7b:b2:80,-59,2450-A,74:03:bd:cb:0b:1c,-83,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-62,2450,74:03:bd:cb:0b:18,-59,4-kawabe-office-G,74:03:bd:1a:2c:e0,-69,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-62,4b-302,cc:e1:d5:ea:5f:b8,-48,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-40,Buffalo-A-91EE,74:03:bd:8a:91:e7,-65,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-31,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-57,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-58,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-82,4-kawabe-office-A,74:03:bd:1a:2c:e5,-74,kajilab-a,00:3a:9d:f4:94:ab,-57,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-59,3F-Naito-Lab,74:03:bd:7c:01:a0,-64,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-80,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-76,kajilab-g,00:3a:9d:f4:94:aa,-56,okamoto room2,74:03:bd:8a:91:e0,-59,setcamera,b8:27:eb:a2:c8:8d,-71,SET-Wireless-AP,c0:25:a2:c9:57:2a,-71,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-62,NULL,d2:25:a2:c9:57:2a,-80,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-69,5GHz-anac-clab,74:03:bd:2e:cc:33,-85,DIRECT-8C78A161,66:eb:8c:78:21:61,-71,n-itolab-ac,80:ea:96:f2:cc:76,-72,4-kawabe-lab-205,00:16:01:83:34:49,-81,onogi-lab_a,74:03:bd:de:c0:50,-81,everystamp755,ac:3f:a4:65:73:4f,-81,4b-matslabo-1,02:1d:73:b4:b1:cf,-85,ait-wnet,4c:e6:76:82:40:b0,-87,,,,,,
